Tahun,Kd_Desa,Kd_Keg,Kd_Rincian,Kd_SubRinci,No_Urut,SumberDana,Uraian,Satuan,JmlSatuan,HrgSatuan,Anggaran,JmlSatuanPAK,HrgSatuanPAK,AnggaranStlhPAK,AnggaranPAK,Kode_SBU
"2019","12.2009.","12.2009.01.03.02.","5.2.2.01.","01","01","DDS","Penanggungjawab","ob",6.0000000000000000e+00,3.5000000000000000e+05,2.1000000000000000e+06,6.0000000000000000e+00,3.5000000000000000e+05,2.1000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.03.02.","5.2.2.01.","01","02","DDS","Ketua","ob",6.0000000000000000e+00,3.0000000000000000e+05,1.8000000000000000e+06,6.0000000000000000e+00,3.0000000000000000e+05,1.8000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.03.02.","5.2.2.01.","01","03","DDS","Sekretaris","ob",6.0000000000000000e+00,2.5000000000000000e+05,1.5000000000000000e+06,6.0000000000000000e+00,2.5000000000000000e+05,1.5000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.03.02.","5.2.2.01.","01","04","DDS","Anggota (8 org X 6 bln)","ob",4.8000000000000000e+01,2.0000000000000000e+05,9.6000000000000000e+06,4.8000000000000000e+01,2.0000000000000000e+05,9.6000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.04.03.03.","5.2.1.09.","01","02","DDS","Topi","buah",7.0000000000000000e+00,7.5000000000000000e+04,5.2500000000000000e+05,7.0000000000000000e+00,7.5000000000000000e+04,5.2500000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.04.03.03.","5.2.2.99.","01","01","DDS","Pengganti Tranport Peserta","orang",7.0000000000000000e+00,1.5000000000000000e+05,1.0500000000000000e+06,7.0000000000000000e+00,1.5000000000000000e+05,1.0500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","02","DDS","Sekretaris Posyandu Mawar 1 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","03","DDS","Bendahara Posyandu Mawar 1 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","04","DDS","Anggota Posyandu Mawar 1 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","05","DDS","Ketua Posyandu Mawar 2 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","06","DDS","Sekretaris Posyandu Mawar 2 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","07","DDS","Bendahara Posyandu Mawar 2 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","08","DDS","Anggota Posyandu Mawar 2 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","09","DDS","Ketua Posyandu Mawar 3 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","10","DDS","Sekretaris Posyandu Mawar 3 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","11","DDS","Bendahara Posyandu Mawar 3 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","12","DDS","Anggota Posyandu Mawar 3 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","13","DDS","Ketua Posyandu Mawar 4 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","14","DDS","Sekretaris Posyandu Mawar 4 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","15","DDS","Bendahara Posyandu Mawar 4 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","16","DDS","Anggota Posyandu Mawar 4 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","17","DDS","Ketua Posyandu Mawar 5 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","18","DDS","Sekretaris Posyandu Mawar 5 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","19","DDS","Bendahara Posyandu Mawar 5 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","20","DDS","Anggota Posyandu Mawar 5 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","21","DDS","Ketua Posyandu Mawar 6 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","22","DDS","Sekretaris Posyandu Mawar 6 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","23","DDS","Bendahara Posyandu Mawar 6 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","24","DDS","Anggota Posyandu Mawar 6 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","25","DDS","Ketua Posyandu Mawar 7 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","26","DDS","Sekretaris Posyandu Mawar 7 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","27","DDS","Bendahara Posyandu Mawar 7 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","28","DDS","Anggota Posyandu Mawar 7 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","29","DDS","Ketua Posyandu Mawar 8 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","30","DDS","Sekretaris Posyandu Mawar 8 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","31","DDS","Bendahara Posyandu Mawar 8 (1 org X 1 bln)","ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","32","DDS","Anggota Posyandu Mawar 8 (2 org X 1 bln)","ob",2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,2.0000000000000000e+00,4.0000000000000000e+05,8.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","16","DDS","Pemberesan Bekas Pekerjaan","Ls",3.0000000000000000e+00,5.0000000000000000e+05,1.5000000000000000e+06,3.0000000000000000e+00,5.0000000000000000e+05,1.5000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","17","DDS","Pembuatan Tugu Prasasti","unit",3.0000000000000000e+00,3.5000000000000000e+05,1.0500000000000000e+06,3.0000000000000000e+00,3.5000000000000000e+05,1.0500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","01","PBP","Ketua Tim TPK (1 org x bln)","ob",1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","02","PBP","Sekretaris Tim TPK (1 org X 1 bln)","ob",1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","03","PBP","Anggota Tim TPK (1 org X bulan)","ob",1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","04","PBP","Tim Verifikasi","paket",1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","05","PBP","Kertas HVS","rim",1.0000000000000000e+00,6.0000000000000000e+04,6.0000000000000000e+04,1.0000000000000000e+00,6.0000000000000000e+04,6.0000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","06","PBP","Ballpoint","pak",1.0000000000000000e+00,3.5000000000000000e+04,3.5000000000000000e+04,1.0000000000000000e+00,3.5000000000000000e+04,3.5000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","07","PBP","Foto/Dokumen","paket",1.0000000000000000e+00,8.5500000000000000e+04,8.5500000000000000e+04,1.0000000000000000e+00,8.5500000000000000e+04,8.5500000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","08","PBP","Tinta Printer","botol",1.0000000000000000e+00,1.0000000000000000e+05,1.0000000000000000e+05,1.0000000000000000e+00,1.0000000000000000e+05,1.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.01.","01","09","PBP","Photocopy","lembar",2.0000000000000000e+02,2.5000000000000000e+02,5.0000000000000000e+04,2.0000000000000000e+02,2.5000000000000000e+02,5.0000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","01","PBP","Panel Beton Pracetak","lembar",1.7500000000000000e+02,1.3500000000000000e+05,2.3625000000000000e+07,1.7500000000000000e+02,1.3500000000000000e+05,2.3625000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","02","PBP","Kolom Beton Pracetak","batang",9.2000000000000000e+01,2.7810000000000000e+05,2.5585200000000000e+07,9.2000000000000000e+01,2.7810000000000000e+05,2.5585200000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","03","PBP","Pasir Beton","m3",1.5000000000000000e+01,2.6000000000000000e+05,3.9000000000000000e+06,1.5000000000000000e+01,2.6000000000000000e+05,3.9000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","04","PBP","Koral 2/3 beton","m3",1.8000000000000000e+01,2.6000000000000000e+05,4.6800000000000000e+06,1.8000000000000000e+01,2.6000000000000000e+05,4.6800000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","05","PBP","Semen Portland","zak",1.8700000000000000e+02,5.0000000000000000e+04,9.3500000000000000e+06,1.8700000000000000e+02,5.0000000000000000e+04,9.3500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","06","PBP","Batu Belah 15/20","m3",2.7000000000000000e+01,2.5000000000000000e+05,6.7500000000000000e+06,2.7000000000000000e+01,2.5000000000000000e+05,6.7500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","07","PBP","Pasir Pasang","m3",1.6000000000000000e+01,2.0000000000000000e+05,3.2000000000000000e+06,1.6000000000000000e+01,2.0000000000000000e+05,3.2000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","08","PBP","Bata Merah","buah",7.2200000000000000e+02,7.5000000000000000e+02,5.4150000000000000e+05,7.2200000000000000e+02,7.5000000000000000e+02,5.4150000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","09","PBP","Kayu Papan Kelas III","m3",1.0000000000000000e+00,2.1000000000000000e+06,2.1000000000000000e+06,1.0000000000000000e+00,2.1000000000000000e+06,2.1000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","10","PBP","Paku Biasa 2""- 5""","kg",2.0000000000000000e+00,1.5900000000000000e+04,3.1800000000000000e+04,2.0000000000000000e+00,1.5900000000000000e+04,3.1800000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","11","PBP","Minyak Bekisting","liter",1.0000000000000000e+00,1.5000000000000000e+04,1.5000000000000000e+04,1.0000000000000000e+00,1.5000000000000000e+04,1.5000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","12","PBP","Besi Beton (polos/ulir)","kg",3.8000000000000000e+01,9.5000000000000000e+03,3.6100000000000000e+05,3.8000000000000000e+01,9.5000000000000000e+03,3.6100000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","13","PBP","Kawat Beton","kg",3.0000000000000000e+00,2.5000000000000000e+04,7.5000000000000000e+04,3.0000000000000000e+00,2.5000000000000000e+04,7.5000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","14","PBP","Besi Strip 3 x 30","kg",4.1000000000000000e+02,1.0500000000000000e+04,4.3050000000000000e+06,4.1000000000000000e+02,1.0500000000000000e+04,4.3050000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","15","PBP","Besi Hollow 4/4 ","m2",2.4000000000000000e+01,7.5000000000000000e+03,1.8000000000000000e+05,2.4000000000000000e+01,7.5000000000000000e+03,1.8000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","16","PBP","Besi Pipa Galvanis dia 2""","m2",2.8000000000000000e+01,1.0500000000000000e+05,2.9400000000000000e+06,2.8000000000000000e+01,1.0500000000000000e+05,2.9400000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","17","PBP","Minyak Cat","liter",3.0000000000000000e+00,1.3000000000000000e+04,3.9000000000000000e+04,3.0000000000000000e+00,1.3000000000000000e+04,3.9000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","18","PBP","Cat Besi Zingcromate","kg",1.9000000000000000e+01,6.0000000000000000e+04,1.1400000000000000e+06,1.9000000000000000e+01,6.0000000000000000e+04,1.1400000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","19","PBP","Cat Meni","kg",2.0000000000000000e+00,3.0000000000000000e+04,6.0000000000000000e+04,2.0000000000000000e+00,3.0000000000000000e+04,6.0000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","20","PBP","Ampelas","lembar",6.6000000000000000e+01,2.0000000000000000e+03,1.3200000000000000e+05,6.6000000000000000e+01,2.0000000000000000e+03,1.3200000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","21","PBP","Pipa Galvanis @5"" x 4,60 mm x 6 M","batang",1.0000000000000000e+00,1.4350000000000000e+06,1.4350000000000000e+06,1.0000000000000000e+00,1.4350000000000000e+06,1.4350000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","22","PBP","Ember","buah",9.0000000000000000e+00,1.5000000000000000e+04,1.3500000000000000e+05,9.0000000000000000e+00,1.5000000000000000e+04,1.3500000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","23","PBP","Pengki","buah",4.0000000000000000e+00,1.3000000000000000e+04,5.2000000000000000e+04,4.0000000000000000e+00,1.3000000000000000e+04,5.2000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","24","PBP","Cangkul","unit",3.0000000000000000e+00,8.0000000000000000e+04,2.4000000000000000e+05,3.0000000000000000e+00,8.0000000000000000e+04,2.4000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","25","PBP","Sengkup","unit",2.0000000000000000e+00,9.0000000000000000e+04,1.8000000000000000e+05,2.0000000000000000e+00,9.0000000000000000e+04,1.8000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","26","PBP","Kaso","batang",1.0000000000000000e+01,1.8000000000000000e+04,1.8000000000000000e+05,1.0000000000000000e+01,1.8000000000000000e+04,1.8000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.99.","5.3.4.03.","01","27","PBP","Benang","rol",5.0000000000000000e+00,5.0000000000000000e+03,2.5000000000000000e+04,5.0000000000000000e+00,5.0000000000000000e+03,2.5000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.00.00.00.","6.1.1.01.","01","01","DLL","Silpa Tahun 2018","Ls",1.0000000000000000e+00,1.2282780000000000e+06,1.2282780000000000e+06,1.0000000000000000e+00,1.2282780000000000e+06,1.2282780000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.5.90.","01","01","DLL","Administrasi Keuangan","Ls",1.0000000000000000e+00,1.2282780000000000e+06,1.2282780000000000e+06,1.0000000000000000e+00,1.2282780000000000e+06,1.2282780000000000e+06,0.0000000000000000e+00,
